logFC	AveExpr	t	P.Value	adj.P.Val	B	target_id	DEG_status
3.868420157042258	6.688576464563487	12.111652387387288	2.429766019567323e-11	3.014124747273264e-7	16.05095618829491	MGG_13624T0	upreg_in_guy11
5.396827347292716	6.557327290846494	11.296219152923534	9.437615901836315e-11	5.469993907424083e-7	14.742045392358328	MGG_03640T0	upreg_in_guy11
4.0747064838679075	1.3610428474280805	11.099622863366495	1.3228522146128375e-10	5.469993907424083e-7	14.331262097046533	MGG_09548T0	upreg_in_guy11
3.209597775668948	7.463065311789963	10.683374502453633	2.7424022667996954e-10	7.228447516277761e-7	13.722373763985761	MGG_01026T0	upreg_in_guy11
3.8395240690733887	4.037209025698176	10.644239872311925	2.939917256281727e-10	7.228447516277761e-7	13.640743318986015	MGG_18136T0	upreg_in_guy11
3.911802830891591	4.718906283578705	10.229807753937648	6.207392723174167e-10	9.625338341371944e-7	12.905132217357682	MGG_00799T0	upreg_in_guy11
4.680378782086024	3.6590552907299063	10.241154464705826	6.080041199860246e-10	9.625338341371944e-7	12.866841420428308	MGG_09782T0	upreg_in_guy11
4.624816567551018	5.069667979570859	10.133560555077056	7.405262164737513e-10	1.0206919683729873e-6	12.73163412100169	MGG_05054T0	upreg_in_guy11
2.571449234636084	8.276847528326241	10.058748392891976	8.500346025730169e-10	1.0285856018963516e-6	12.617544516944662	MGG_06719T0	upreg_in_guy11
4.148571513887319	3.7091490205108864	9.88749111019648	1.168556586643955e-9	1.0285856018963516e-6	12.265025059891288	MGG_07478T0	upreg_in_guy11
4.636079385937867	3.4710628336399654	9.876348207153878	1.193152844879603e-9	1.0285856018963516e-6	12.181880197158918	MGG_04611T0	upreg_in_guy11
4.555599452605398	5.319288014926449	9.833088551658493	1.2938340059147935e-9	1.0285856018963516e-6	12.16676218089441	MGG_03497T0	upreg_in_guy11
4.917083199330347	7.142924194432883	9.8007595496762	1.3747890877349769e-9	1.0285856018963516e-6	12.147574933323146	MGG_09351T0	upreg_in_guy11
5.947140040302822	3.240751102047579	9.861619926175031	1.22648789270929e-9	1.0285856018963516e-6	12.083945657119166	MGG_09716T0	upreg_in_guy11
5.3725390804618645	4.764391953029486	9.798467024457167	1.3807252199827453e-9	1.0285856018963516e-6	12.056750314705477	MGG_16125T0	upreg_in_guy11
4.280617554547007	6.267295289223059	9.720317192214683	1.5997840398329414e-9	1.0285856018963516e-6	11.99685588048386	MGG_00792T0	upreg_in_guy11
4.105955338572367	6.286654169222673	9.689622915073386	1.6953888654134597e-9	1.0285856018963516e-6	11.943236193136165	MGG_04994T0	upreg_in_guy11
3.646359876428159	5.875159113376264	9.657384067590657	1.8021882834097513e-9	1.0285856018963516e-6	11.883373547317818	MGG_10506T0	upreg_in_guy11
2.2695826658636324	8.735120885738013	9.651985422416825	1.820742001232831e-9	1.0285856018963516e-6	11.873169353127457	MGG_06720T0	upreg_in_guy11
2.257266415528002	6.147182862486529	9.650992928468174	1.8241743846610025e-9	1.0285856018963516e-6	11.870475650530835	MGG_13033T0	upreg_in_guy11
4.897229766111526	3.016120110237003	9.68854474710322	1.6988526018375548e-9	1.0285856018963516e-6	11.827004689169225	MGG_11231T0	upreg_in_guy11
2.549353228646476	3.9102418236751273	9.561869062277092	2.1613850302821063e-9	1.1657383174195446e-6	11.704860332964458	MGG_07221T0	upreg_in_guy11
4.589752251892344	4.108598090152815	9.4906145410954	2.4770618117258264e-9	1.2803313239357866e-6	11.570250554521811	MGG_16410T0	upreg_in_guy11
3.024470697381931	5.095774320334817	9.423021858960924	2.820681138862707e-9	1.399621981103675e-6	11.439553916672232	MGG_07674T0	upreg_in_guy11
3.6120123792286156	6.045194438428296	9.384839764340066	3.036221042666374e-9	1.4486277705490912e-6	11.34923130337145	MGG_01372T0	upreg_in_guy11
6.617046224294594	1.003584301095549	9.257595336735019	3.885832844005345e-9	1.7853243122180112e-6	10.995126266508805	MGG_08671T0	upreg_in_guy11
2.8041262168424375	5.393643131004986	9.185869466960241	4.469683661404502e-9	1.98022949356153e-6	10.991906045232625	MGG_01732T0	upreg_in_guy11
3.804226022328439	4.770930808845049	9.112358864464474	5.162713866839464e-9	2.1852973872266927e-6	10.838319607122285	MGG_06169T0	upreg_in_guy11
2.49240532368517	4.739879045224243	9.100465025865946	5.284878808287044e-9	2.1852973872266927e-6	10.823088644052262	MGG_00573T0	upreg_in_guy11
3.194753034780553	3.376839272989326	9.067942772129745	5.634408153507375e-9	2.2329584014900312e-6	10.708784783945468	MGG_13019T0	upreg_in_guy11
1.9905999946222117	6.13128227364258	9.039046769832124	5.964992540380014e-9	2.2422949231337596e-6	10.703490281415357	MGG_03738T0	upreg_in_guy11
4.187883419755136	1.4769798012789985	9.056750294949811	5.760150652775574e-9	2.2329584014900312e-6	10.666266818912774	MGG_01418T0	upreg_in_guy11
2.603712124716261	5.917092596351201	8.967505755737431	6.872518957491482e-9	2.435817076219481e-6	10.572003641926475	MGG_01657T0	upreg_in_guy11
2.524155506153834	4.572330419446164	8.969432642521491	6.8462945865149585e-9	2.435817076219481e-6	10.568723375792121	MGG_01367T0	upreg_in_guy11
1.9432547596241214	7.190225392758195	8.937622329956145	7.292772347663478e-9	2.4504343545371262e-6	10.504897289351526	MGG_08307T0	upreg_in_guy11
5.583893770555891	3.7036287774195937	8.9231086598742	7.506368840984344e-9	2.4504343545371262e-6	10.450239139703736	MGG_07264T0	upreg_in_guy11
5.147719547456275	0.8932236344297274	8.930042759499688	7.403525678407339e-9	2.4504343545371262e-6	10.4257849421937	MGG_07675T0	upreg_in_guy11
1.9383043886958617	5.626155303000174	8.827159217756389	9.091003506017687e-9	2.891638422875626e-6	10.295149670087339	MGG_02911T0	upreg_in_guy11
5.594335023104536	-4.813658314336878	10.547147530494254	3.496226126373766e-10	7.228447516277761e-7	10.25783489043584	MGG_15182T0	upreg_in_guy11
2.8460250024190006	3.231179420279717	8.680116097289318	1.2220796533542239e-8	3.697536121916865e-6	9.981478025602806	MGG_06863T0	upreg_in_guy11
3.075519661059837	6.569792643019557	8.661896335710708	1.2679602979897585e-8	3.7411527597503616e-6	9.961117240470914	MGG_09942T0	upreg_in_guy11
2.369209374443458	6.509602908022223	8.650784053539391	1.2968123230089928e-8	3.7411527597503616e-6	9.938368259300454	MGG_06327T0	upreg_in_guy11
3.223077595750074	7.312806437492536	8.624836884057641	1.3668502050267953e-8	3.853585634853953e-6	9.888257475573536	MGG_01768T0	upreg_in_guy11
5.202639135325686	3.1323492939864375	8.565943334908127	1.540682720602466e-8	4.247148699794132e-6	9.75417544525251	MGG_09733T0	upreg_in_guy11
3.286203075168777	3.674461214944393	8.486247619425727	1.8129506962041832e-8	4.8890550840028024e-6	9.567567585512151	MGG_06165T0	upreg_in_guy11
4.202013813740348	-1.161995314073882	8.747515364040048	1.0667265201732115e-8	3.3081856206871723e-6	9.502484936255218	MGG_12679T0	upreg_in_guy11
2.399792656286018	4.272679819050956	8.381279714429176	2.2491887589677644e-8	5.936422671275557e-6	9.417192805928682	MGG_13203T0	upreg_in_guy11
3.1986684589666696	6.7331194432171735	8.322962241941179	2.53701956107965e-8	6.556609928165221e-6	9.277025065749308	MGG_00947T0	upreg_in_guy11
3.68574329367695	6.870849045280189	8.252126083308266	2.9384078818584577e-8	7.341293031534896e-6	9.13502572880021	MGG_09246T0	upreg_in_guy11
2.441078620834279	4.934424525176654	8.248765172733442	2.9590056555964918e-8	7.341293031534896e-6	9.130407312314524	MGG_04538T0	upreg_in_guy11
1.9720540732596978	5.807265534722224	8.16701894042296	3.508608508060565e-8	8.534174224017905e-6	8.958468576807824	MGG_03141T0	upreg_in_guy11
2.4812146735028744	2.563638818872727	8.144255163001802	3.679657638567778e-8	8.778106347391017e-6	8.912535088680688	MGG_01887T0	upreg_in_guy11
1.540495995100561	5.928806972850078	8.12663883650317	3.817912338963073e-8	8.851290391272305e-6	8.867050160384293	MGG_04646T0	upreg_in_guy11
2.3335225612024386	6.18605800488824	8.122267517674949	3.8530405572648484e-8	8.851290391272305e-6	8.863187353892013	MGG_05571T1	upreg_in_guy11
5.250090596510161	3.153077167293398	8.10791189936834	3.970764113938204e-8	8.955877969709712e-6	8.861510154778001	MGG_07412T0	upreg_in_guy11
2.0636679807923723	4.960803500002218	8.026799482242847	4.709229261847083e-8	1.024876999880931e-5	8.68272192681043	MGG_08973T0	upreg_in_guy11
2.6303417935420113	5.0257362118179865	8.03003900565093	4.67717941146444e-8	1.024876999880931e-5	8.668272579437478	MGG_12388T0	upreg_in_guy11
4.121551050673786	7.206383683823801	7.975432887061702	5.2487716886852186e-8	1.1226036689334507e-5	8.562454987742802	MGG_00620T0	upreg_in_guy11
4.0239550123308785	5.71527384333168	7.94350262592069	5.615880360478815e-8	1.1807626418938931e-5	8.52550562539336	MGG_10745T0	upreg_in_guy11
2.8920564009149246	5.917315957853207	7.779580079451422	7.963033467246887e-8	1.5932488735677037e-5	8.178225456707846	MGG_06703T0	upreg_in_guy11
3.5132077799126646	3.674557161757448	7.766692249496032	8.185939231835197e-8	1.611850415411359e-5	8.154518416414874	MGG_15357T0	upreg_in_guy11
3.43659213615157	5.051766363250873	7.740029188003217	8.667716010643338e-8	1.680047142375478e-5	8.082256259232063	MGG_03397T0	upreg_in_guy11
6.169403819070388	1.5696768550684577	7.845071185806619	6.923075956852201e-8	1.4313459540791925e-5	7.988207020681877	MGG_09073T0	upreg_in_guy11
3.0701424921969847	3.24278421896037	7.6803804387547	9.854075651662139e-8	1.880612437828751e-5	7.981328061940779	MGG_07656T0	upreg_in_guy11
2.6730343178057034	4.131464015102358	7.652630855195364	1.0461743516858067e-7	1.966332247373096e-5	7.922657121423228	MGG_11739T0	upreg_in_guy11
2.824949559889318	7.3077662748018435	7.633092286141763	1.0912625038378655e-7	2.0204643821057795e-5	7.8295798341023035	MGG_04956T0	upreg_in_guy11
2.928973536100484	5.035487748328653	7.606603426933154	1.1556023481007204e-7	2.0842415462706486e-5	7.781105650706836	MGG_00981T0	upreg_in_guy11
2.2407289331899234	5.208110938827432	7.605122691258602	1.1593121055435288e-7	2.0842415462706486e-5	7.771168870497252	MGG_03609T0	upreg_in_guy11
4.78274531940585	2.9132838417729023	7.574175595704598	1.2397127284408578e-7	2.1969480566155486e-5	7.745899893512583	MGG_14113T0	upreg_in_guy11
3.315375802833808	4.2006738627287055	7.557671940508548	1.2849120778578317e-7	2.2014674361340793e-5	7.723478091502891	MGG_15731T0	upreg_in_guy11
2.6429574143111036	5.163240605390668	7.553891291845655	1.2955028040127995e-7	2.2014674361340793e-5	7.684695375190085	MGG_00930T0	upreg_in_guy11
5.587516220081244	3.984930301833646	7.535196525889351	1.3492072687072674e-7	2.2568091082467023e-5	7.670712718305193	MGG_16133T0	upreg_in_guy11
2.2581779646660545	7.586198063749926	7.5576024136747275	1.2851060375317444e-7	2.2014674361340793e-5	7.6629336222614475	MGG_11317T0	upreg_in_guy11
4.078820759383282	5.517177870118956	7.530027920961852	1.3644553254212226e-7	2.2568091082467023e-5	7.616551501241436	MGG_13543T0	upreg_in_guy11
2.224274899238993	5.661790367276098	7.505368249575742	1.439681508036193e-7	2.3335252588422952e-5	7.598132048798413	MGG_00621T0	upreg_in_guy11
3.4847506127304695	3.4310770489875755	7.488880820682051	1.4923447384884294e-7	2.3734021129421753e-5	7.577527113257107	MGG_09705T0	upreg_in_guy11
4.586915426428758	5.382376394425506	7.476620737905312	1.5327861640442368e-7	2.38733723153182e-5	7.555191426837249	MGG_10410T0	upreg_in_guy11
2.748506844878154	1.8560211103900042	7.502577351146073	1.4484598543398368e-7	2.3335252588422952e-5	7.545974532523901	MGG_11781T0	upreg_in_guy11
4.05669018840598	7.015340688012539	7.451466727722839	1.6193247674541592e-7	2.479965893860351e-5	7.487236393264349	MGG_06973T0	upreg_in_guy11
2.9495912021469888	8.430975821426202	7.42554978574702	1.7137522201819606e-7	2.5925727184581976e-5	7.394921585638169	MGG_03765T0	upreg_in_guy11
2.335867977664819	5.489306797858853	7.408005656089434	1.7808699583330946e-7	2.6299633134669092e-5	7.375987484145716	MGG_05571T0	upreg_in_guy11
1.870538497143328	7.408357134586872	7.415016798749927	1.7537294551512801e-7	2.6210860109821244e-5	7.3565155978728445	MGG_03598T0	upreg_in_guy11
-1.4010341452741777	5.263235793771031	-7.366634510771186	1.950050090642479e-7	2.845926044049406e-5	7.268257712898051	MGG_00393T0	downreg_in_guy11
3.590492343867173	3.368543029532597	7.330832961707451	2.1097589921546377e-7	3.0432046857765443e-5	7.186140247987735	MGG_13651T0	upreg_in_guy11
1.7134818507673932	5.836177611757045	7.266707460940658	2.4302491958130486e-7	3.4652001464437776e-5	7.055291294390773	MGG_08159T0	upreg_in_guy11
1.892840155084298	4.55692201094208	7.250646202010003	2.518087846785813e-7	3.5496454249293196e-5	7.051072517737963	MGG_13347T0	upreg_in_guy11
6.5563159521375525	3.180255401943864	7.219065144954589	2.700438339558837e-7	3.6812019343107004e-5	7.003391453233545	MGG_02238T0	upreg_in_guy11
1.5513826036935603	5.403600160898983	7.231540014336985	2.6268396676211626e-7	3.661342255824778e-5	6.976536000029116	MGG_05850T0	upreg_in_guy11
2.8023536165616285	4.75417000710056	7.220873152387301	2.689641694123728e-7	3.6812019343107004e-5	6.933190253854654	MGG_12410T0	upreg_in_guy11
8.349176848566547	-0.677435168089112	7.474588818160402	1.5395967635836003e-7	2.38733723153182e-5	6.932514533582857	MGG_09676T0	upreg_in_guy11
4.994707083125526	9.677864648103341	7.178986271676513	2.9515487074306037e-7	3.936985130717918e-5	6.870436244409511	MGG_12337T0	upreg_in_guy11
3.0167318869791346	5.737043908279447	7.172659556912309	2.9933264271563397e-7	3.950235566901531e-5	6.868644064103528	MGG_00246T0	upreg_in_guy11
2.5411252231625188	9.107643974353879	7.160589229817253	3.0747235718912135e-7	4.014941674664263e-5	6.822720673263525	MGG_03307T0	upreg_in_guy11
