Id,downreg_in_guy11_4h,downreg_in_guy11_24h,upreg_in_guy11_0h,upreg_in_guy11_4h,downreg_in_guy11_0h,upreg_in_guy11_24h
MGG_13527,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_13529,Not_DEG,Dmst12,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_13532,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_13542,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_13543,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_13549,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_13552,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_13557,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Dbip1,Not_DEG
MGG_13562,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_13563,"Dbip1, Dmst12","Dbip1, Dmst12",Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_13576,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_13578,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13584,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13585,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13597,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13598,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13604,Not_DEG,"Dbip1, Dmst12",Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_13607,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_13610,Not_DEG,"Dbip1, Dmst12",Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_13615,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_13617,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13619,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_13622,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_13624,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12","Dbip1, Dmst12",Not_DEG
MGG_13626,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13641,Not_DEG,Dmst12,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_13645,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13647,Not_DEG,Not_DEG,Not_DEG,Dmst12,Dmst12,"Dbip1, Dmst12"
MGG_13651,Not_DEG,Not_DEG,Dmst12,"Dbip1, Dmst12",Not_DEG,Dbip1
MGG_13654,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_13655,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13656,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_13662,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_13669,Dmst12,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_13670,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13692,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13711,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13715,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Dbip1
MGG_13716,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Dmst12
MGG_13719,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13732,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_13736,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_13744,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_13756,Not_DEG,Dmst12,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_13762,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,"Dbip1, Dmst12"
MGG_13764,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13766,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_13767,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13768,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13771,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13772,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_13773,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_13781,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13783,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Dbip1
MGG_13787,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_13793,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_13796,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_13797,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Dbip1
MGG_13798,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Dbip1
MGG_13799,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13800,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_13801,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13803,Not_DEG,Dbip1,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_13805,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13806,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13809,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13813,Dmst12,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_13814,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_13815,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_13816,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_13817,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_13834,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_13863,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13868,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_13872,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_13875,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13880,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_13884,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_13891,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_13894,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_13895,Not_DEG,Dmst12,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_13907,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13908,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_13916,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_13924,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_13926,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13928,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_13931,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_13933,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_13935,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,"Dbip1, Dmst12"
MGG_13936,Not_DEG,Not_DEG,"Dbip1, Dmst12",Dmst12,Not_DEG,Dmst12
MGG_13937,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_13944,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_13957,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_13971,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_13993,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_13994,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_13996,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_14001,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_14002,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,"Dbip1, Dmst12"
MGG_14022,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14042,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_14053,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14057,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_14061,"Dbip1, Dmst12","Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14068,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_14069,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14071,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14073,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14085,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Dbip1
MGG_14087,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_14095,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_14098,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14109,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14113,Not_DEG,"Dbip1, Dmst12",Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_14114,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_14115,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_14118,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14126,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14129,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14133,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_14140,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14146,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_14154,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_14155,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_14162,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_14175,Dmst12,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_14179,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Dmst12
MGG_14183,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_14192,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14195,Dmst12,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14198,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14202,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_14203,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Dmst12
MGG_14206,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_14209,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Dbip1
MGG_14211,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14216,Dmst12,"Dbip1, Dmst12",Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_14221,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_14230,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14232,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Dbip1
MGG_14243,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14248,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14266,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_14269,Not_DEG,Dbip1,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_14279,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Dmst12
MGG_14291,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14292,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14297,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14299,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14303,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_14307,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14324,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_14326,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG
MGG_14329,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14338,Not_DEG,Dmst12,Not_DEG,Dmst12,Not_DEG,Dbip1
MGG_14348,Not_DEG,Not_DEG,Not_DEG,Dmst12,"Dbip1, Dmst12",Not_DEG
MGG_14349,Not_DEG,"Dbip1, Dmst12",Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_14350,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_14351,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_14352,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_14358,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_14371,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_14375,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14377,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14398,Not_DEG,Dmst12,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_14400,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_14404,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14426,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_14463,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14465,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_14472,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14496,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_14499,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_14513,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14547,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_14549,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_14550,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14557,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14559,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_14560,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14563,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_14571,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_14572,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_14574,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG,Dmst12
MGG_14587,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_14588,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14590,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_14591,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_14594,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG
MGG_14595,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,"Dbip1, Dmst12"
MGG_14596,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,"Dbip1, Dmst12"
MGG_14597,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_14598,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14601,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_14604,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14609,Dmst12,"Dbip1, Dmst12",Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_14622,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_14623,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_14633,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_14634,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14639,Dmst12,Dmst12,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_14642,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_14649,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_14657,Dmst12,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_14661,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14662,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14663,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14667,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_14668,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14673,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_14674,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_14676,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_14689,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_14691,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14692,Not_DEG,Not_DEG,Dbip1,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_14697,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14701,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_14702,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14711,Not_DEG,Not_DEG,Dbip1,"Dbip1, Dmst12",Not_DEG,Dbip1
MGG_14712,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14713,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_14716,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_14727,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_14730,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_14732,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14734,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14737,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_14741,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14743,Not_DEG,Dbip1,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_14744,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14747,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_14748,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Dmst12
MGG_14752,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_14754,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_14755,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14756,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_14759,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14767,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_14774,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_14777,Not_DEG,Not_DEG,"Dbip1, Dmst12",Dmst12,Not_DEG,Not_DEG
MGG_14778,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_14779,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_14781,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_14785,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_14793,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14797,Not_DEG,Dmst12,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_14798,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14806,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_14810,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14812,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_14813,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14824,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_14825,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_14828,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_14830,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14831,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14833,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14836,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_14838,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14844,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14845,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14847,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_14848,Dmst12,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_14851,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14853,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_14855,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_14859,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_14863,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_14870,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_14871,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_14872,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_14875,Dmst12,Dmst12,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
