Id,downreg_in_guy11_4h,downreg_in_guy11_24h,upreg_in_guy11_0h,upreg_in_guy11_4h,downreg_in_guy11_0h,upreg_in_guy11_24h
MGG_02654,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_02655,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02659,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02665,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_02668,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_02671,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_02686,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_02688,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_02691,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_02692,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_02694,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_02695,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_02696,"Dbip1, Dmst12",Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_02701,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_02702,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02704,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_02705,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,"Dbip1, Dmst12"
MGG_02708,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_02709,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_02710,"Dbip1, Dmst12",Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_02715,Not_DEG,Not_DEG,Not_DEG,Dmst12,Dbip1,"Dbip1, Dmst12"
MGG_02716,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_02719,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02720,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Dbip1
MGG_02722,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_02727,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_02737,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_02738,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_02746,Dmst12,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_02747,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02748,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_02749,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_02752,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_02754,"Dbip1, Dmst12",Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02756,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,"Dbip1, Dmst12"
MGG_02759,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_02763,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Dbip1,Not_DEG
MGG_02774,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,"Dbip1, Dmst12"
MGG_02775,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02777,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_02778,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,"Dbip1, Dmst12"
MGG_02779,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_02781,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_02784,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_02787,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02788,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_02792,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Dbip1
MGG_02795,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Dmst12
MGG_02803,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_02805,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_02807,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02810,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_02812,Not_DEG,"Dbip1, Dmst12",Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_02813,Dmst12,"Dbip1, Dmst12",Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_02814,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,"Dbip1, Dmst12"
MGG_02822,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_02826,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_02827,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_02828,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_02831,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02835,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_02836,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG
MGG_02837,Not_DEG,"Dbip1, Dmst12",Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_02840,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Dbip1
MGG_02842,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02848,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_02849,Not_DEG,Not_DEG,Not_DEG,Dmst12,Dmst12,Not_DEG
MGG_02851,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_02853,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_02854,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02855,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02856,Not_DEG,Not_DEG,Not_DEG,Dmst12,Dbip1,Not_DEG
MGG_02859,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_02860,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_02864,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02866,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_02875,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_02876,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_02879,Not_DEG,Dmst12,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_02880,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,"Dbip1, Dmst12"
MGG_02882,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_02884,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_02886,Dmst12,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02887,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02889,Not_DEG,Dmst12,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_02890,Dmst12,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02892,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_02895,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02896,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_02898,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_02899,Not_DEG,Dbip1,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_02911,Not_DEG,Not_DEG,Dbip1,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_02913,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_02914,Not_DEG,Dmst12,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_02915,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_02916,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02917,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_02918,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02919,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_02921,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_02922,Not_DEG,Not_DEG,Dbip1,"Dbip1, Dmst12",Not_DEG,Dbip1
MGG_02926,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_02933,Not_DEG,Not_DEG,Dmst12,Dmst12,Not_DEG,Not_DEG
MGG_02935,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_02941,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_02942,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02943,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_02944,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_02947,Not_DEG,Not_DEG,Dbip1,"Dbip1, Dmst12",Not_DEG,"Dbip1, Dmst12"
MGG_02955,"Dbip1, Dmst12",Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_02956,Dmst12,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_02962,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02967,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_02974,Not_DEG,Not_DEG,Not_DEG,Dmst12,"Dbip1, Dmst12",Not_DEG
MGG_02976,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02977,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_02982,Not_DEG,Dbip1,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_02986,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_02987,Not_DEG,Dbip1,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_02989,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_02996,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_02999,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_03004,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_03008,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_03009,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12","Dbip1, Dmst12"
MGG_03012,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_03014,"Dbip1, Dmst12",Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03016,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_03023,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_03025,Not_DEG,Dmst12,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_03026,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_03027,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03029,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_03032,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03036,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_03037,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_03038,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03041,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03042,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03043,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_03044,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_03045,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_03048,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_03050,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_03054,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_03055,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_03056,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,"Dbip1, Dmst12"
MGG_03057,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03058,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_03059,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_03060,Not_DEG,Dbip1,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_03070,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_03071,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_03072,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03077,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_03080,Dbip1,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03085,Not_DEG,Not_DEG,Dmst12,Not_DEG,Dbip1,Not_DEG
MGG_03087,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_03088,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_03091,Dbip1,"Dbip1, Dmst12",Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_03096,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03098,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_03102,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Dmst12
MGG_03104,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_03107,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG,Dmst12
MGG_03110,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_03113,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03115,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_03121,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_03123,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03126,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03129,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_03133,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_03134,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_03136,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03141,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_03146,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_03153,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_03157,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_03159,Not_DEG,Dbip1,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_03160,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03162,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_03164,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_03168,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_03170,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_03187,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_03191,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_03192,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_03194,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_03199,Not_DEG,Not_DEG,Dmst12,Dmst12,Not_DEG,Not_DEG
MGG_03201,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_03205,Not_DEG,Dbip1,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_03207,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_03210,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_03212,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03213,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_03214,Not_DEG,Not_DEG,Not_DEG,Dmst12,"Dbip1, Dmst12",Not_DEG
MGG_03217,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_03218,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12","Dbip1, Dmst12",Not_DEG
MGG_03220,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03222,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_03223,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03224,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03229,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_03230,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12","Dbip1, Dmst12"
MGG_03231,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_03232,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_03233,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,"Dbip1, Dmst12"
MGG_03236,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03238,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03239,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_03245,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_03253,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_03257,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_03259,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_03262,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_03263,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG,"Dbip1, Dmst12"
MGG_03264,Not_DEG,Not_DEG,"Dbip1, Dmst12",Dbip1,Not_DEG,Not_DEG
MGG_03270,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_03271,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_03275,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_03279,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Dbip1
MGG_03280,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_03281,"Dbip1, Dmst12",Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03282,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_03286,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03287,Not_DEG,"Dbip1, Dmst12",Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_03288,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_03290,Not_DEG,Dmst12,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_03291,Not_DEG,Dbip1,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_03292,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03293,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_03294,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_03295,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_03298,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_03299,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_03302,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_03307,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_03316,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_03319,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_03320,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03325,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG
MGG_03326,Not_DEG,Not_DEG,"Dbip1, Dmst12",Dmst12,Not_DEG,Dmst12
MGG_03327,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12
MGG_03330,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG
MGG_03332,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_03335,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_03338,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03340,Not_DEG,Dmst12,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_03341,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03343,Not_DEG,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG
MGG_03346,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03349,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03350,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03351,Not_DEG,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG
MGG_03352,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Dmst12
MGG_03353,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_03354,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,Not_DEG
MGG_03358,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_03360,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_03367,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03369,Not_DEG,Dmst12,Not_DEG,Not_DEG,Not_DEG,Not_DEG
MGG_03373,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
MGG_03374,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12",Not_DEG,Not_DEG
MGG_03375,Not_DEG,Not_DEG,Not_DEG,"Dbip1, Dmst12","Dbip1, Dmst12",Not_DEG
MGG_03382,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,"Dbip1, Dmst12"
MGG_03383,Not_DEG,Not_DEG,Dbip1,Not_DEG,Not_DEG,"Dbip1, Dmst12"
MGG_03384,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dmst12,Not_DEG
MGG_03385,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1
MGG_03388,Not_DEG,Not_DEG,Not_DEG,Not_DEG,Dbip1,Not_DEG
