target_id Guy11_0h Guy11_4h Guy11_24h Dbip1_0h Dbip1_4h Dbip1_24h Dmst12_0h Dmst12_4h Dmst12_24h
MGG_01488T0 351.3333333333333 718 205.33333333333337 655 655.3333333333334 433 693.3333333333334 605 315.3333333333333
MGG_16103T0 65.60781807813333 614.039 0.32302900599653334 1003.4986666666668 1077.6656666666668 857.3636666666666 1332.13 1697.51 1026.595
MGG_03388T0 268.6666666666667 501 202.33333333333337 585.3333333333334 520.6666666666666 395.3333333333333 589.6666666666666 628.3333333333334 463.3333333333333
MGG_17681T0 99.66666666666669 117 47.333333333333336 112.66666666666669 127.33333333333331 132.66666666666666 122.33333333333331 175.33333333333334 93.33333333333331
MGG_09305T0 4.333333333333333 7.333333333333333 0.6666666666666666 4.666666666666667 7.666666666666667 10.333333333333334 8 11.333333333333334 5
MGG_03466T0 7.333333333333333 8.666666666666666 2 10 14.333333333333334 15.333333333333334 20.666666666666668 22 8.666666666666666
MGG_10380T0 4281.333333333333 4169.666666666667 1978 4988.666666666667 5380 5298.666666666667 6173 8292.333333333334 5334.666666666667
MGG_00294T0 486.3333333333333 504.6666666666667 299 643.6666666666666 764.6666666666666 754.3333333333334 763.3333333333334 1050.6666666666667 624.3333333333334
MGG_03561T0 579.3333333333334 696 414.3333333333333 875.6666666666666 1010.6666666666666 864 757.6666666666666 1257.3333333333333 701.3333333333334
MGG_05748T0 919.6666666666666 1025 617.6666666666666 1398.6666666666667 1410.6666666666667 1292.3333333333333 1148.3333333333333 1848.3333333333333 758
MGG_00518T0 1503 2548 1143.6666666666667 2363.6666666666665 2519 2369.3333333333335 2281 2676.3333333333335 1864.3333333333333
MGG_07233T0 1739 2816.3333333333335 1483.3333333333333 3202 3211 3329 2941 3653.3333333333335 2128.6666666666665
MGG_17179T0 23.666666666666668 21.666666666666668 7 28.333333333333332 29 26.666666666666668 19.333333333333332 28.666666666666668 17.666666666666668
EFMOT00000000066 7.35985 6 0.33333333333333337 7.333333333333333 8.333333333333334 7 5.333333333333333 11.666666666666666 7.266666666666667
MGG_09511T0 6512.173333333333 7421.106666666667 3409.0733333333333 9330.523333333333 10897.28 6543.64 7426.63 15260.333333333334 9191.74
MGG_15531T0 2.3333333333333335 6.333333333333333 2.6666666666666665 10.333333333333334 16.333333333333332 7.666666666666667 14.666666666666666 11 9.333333333333334
MGG_15780T0 35.333333333333336 45.333333333333336 12.666666666666666 101.66666666666669 90.33333333333331 40.666666666666664 76.33333333333333 58.333333333333336 50.666666666666664
MGG_04196T0 2987 6148 3409.6666666666665 6304.666666666667 5605 2617 4431.666666666667 6986.333333333333 2605.3333333333335
MGG_17873T0 11 49.666666666666664 3.6666666666666665 43.666666666666664 69.33333333333333 11 14 82 20.666666666666668
MGG_13220T0 259.13893333333334 515.7963333333333 315.445 618.1020000000001 596.597 339.14666666666665 265.929 722.8073333333333 287.1843333333333
MGG_15576T0 789 1734.6666666666667 1411.6666666666667 2178 2224 1271.6666666666667 1954.3333333333333 1912.6666666666667 1303.6666666666667
MGG_06467T0 887.23 1863.27 1785.1966666666667 2117.576666666667 2340.423333333333 1329.03 1978.1066666666668 2087.1266666666666 1785.78
