ProtID	GO_ID
MGG_00924	GO:0000124, GO:0046695, GO:0046982, GO:0005515
MGG_00926	GO:0003674, GO:0005575, GO:0005515, GO:0110165
MGG_00928	GO:0005622, GO:0005086, GO:0032012, GO:0050790, GO:0005085
MGG_00929	GO:0008152, GO:0003824, GO:0016491, GO:0055114, GO:0016903, GO:0004128, GO:0004783, GO:0000103, GO:0009337
MGG_00930	GO:0046872, GO:0016021, GO:0005524, GO:0000166, GO:0008152, GO:0016787, GO:0016020, GO:0003824, GO:0030001, GO:0015662, GO:0006812, GO:0006754, GO:0098655, GO:0019829, GO:0005215, GO:0016887, GO:0034220
MGG_00931	GO:0016787, GO:0005575
MGG_00932	GO:0003674, GO:0008150, GO:0005575
MGG_00933	GO:0016021, GO:0006810, GO:0016020, GO:0005267, GO:0071805, GO:0005216, GO:0006811
MGG_00934	GO:0008270, GO:0005634, GO:0006355, GO:0003700, GO:0000981, GO:0006357
MGG_00936	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_00937	GO:0016021, GO:0005524, GO:0006200, GO:0000166, GO:0016887, GO:0017111, GO:0042626, GO:0008150, GO:0140359, GO:0055085, GO:0016020
MGG_00939	GO:0055114, GO:0003674, GO:0008150, GO:0005575
MGG_00940	GO:0046872, GO:0006508, GO:0008236, GO:0016787, GO:0004252, GO:0008233, GO:0008150, GO:0005575, GO:0005615
MGG_00942	GO:0008152, GO:0016740, GO:0003824, GO:0008652, GO:0009082, GO:0052654, GO:0052655, GO:0052656, GO:0008483, GO:0004084, GO:0009081, GO:0005575, GO:0050048
MGG_00943	GO:0016740, GO:0003824, GO:0008654, GO:0016779, GO:0009058, GO:0006646, GO:0004306, GO:0006629, GO:2001295
MGG_00944	GO:0003674, GO:0008150, GO:0005575
MGG_00946	GO:0005643, GO:0016973, GO:0003674, GO:0005829, GO:0034399, GO:0005515, GO:0006406
MGG_00947	GO:0003674, GO:0008150, GO:0005575
MGG_00949	GO:0016021, GO:0003674, GO:0016020, GO:0005783, GO:0005789, GO:0000139, GO:0005794, GO:0016192, GO:0033116, GO:0006890, GO:0006888, GO:0030134
MGG_00951	GO:0016021, GO:0008152, GO:0003824, GO:0016052, GO:0008496, GO:0003674, GO:0005575, GO:0005975, GO:0016020, GO:0016787
MGG_00952	GO:0008152, GO:0016787, GO:0003824
MGG_00953	GO:0005506, GO:0055114, GO:0016705, GO:0031418, GO:0005575, GO:0051213, GO:0016491
MGG_00954	GO:0003674, GO:0008150, GO:0005575
MGG_00956	GO:0008152, GO:0003824, GO:0016829, GO:0005575
MGG_00957	GO:0016772, GO:0007005, GO:0055088, GO:0005743, GO:0032592
MGG_00958	GO:0003677, GO:0005634, GO:0006352, GO:0016570
MGG_00959	GO:0046872, GO:0006744, GO:0016491, GO:0055114, GO:0016709, GO:0031314, GO:0004497, GO:0016020, GO:0005739, GO:0005743, GO:0008682
MGG_00960	GO:0008152, GO:0016042, GO:0035091, GO:0007154, GO:0003824, GO:0070290, GO:0005575, GO:0004630, GO:0016787
MGG_00961	GO:0005737, GO:0000166, GO:0005525, GO:0003924, GO:0006184, GO:0005874, GO:0007017, GO:0051258, GO:0007020, GO:0043234, GO:0007052, GO:0051256, GO:1902408, GO:0000923, GO:0000930, GO:0005637, GO:0031021, GO:0061496, GO:0061497, GO:0061499, GO:0071957, GO:0043332, GO:0031122, GO:0043229, GO:0005634, GO:0044732
MGG_00962	GO:0003674, GO:0008150, GO:0005575
MGG_00963	GO:0003674, GO:0008150, GO:0005575
MGG_00964	GO:0003674, GO:0008150, GO:0005575
MGG_00965	GO:0005758, GO:0005743
MGG_00966	GO:0070084, GO:0046872, GO:0005737, GO:0005575, GO:0070006, GO:0006508, GO:0016787, GO:0008233, GO:0004177
MGG_00967	GO:0016021, GO:0005524, GO:0051082, GO:0009408, GO:0006457, GO:0031072, GO:0016020
MGG_00968	GO:0016021, GO:0005741, GO:0006810, GO:0055085, GO:0016020, GO:0008308, GO:0046930, GO:0015288, GO:0015698, GO:0098656, GO:0043227
MGG_00969	GO:0005524, GO:0006541, GO:0004066, GO:0006529, GO:0005575, GO:0000166, GO:0008652
MGG_00970	GO:0005524, GO:0000166, GO:0006281, GO:0016874, GO:0016881, GO:0005575, GO:0061656, GO:0005720, GO:1903379, GO:0019789, GO:0016740, GO:0070647, GO:0016925, GO:0000792, GO:0005634
MGG_00971	GO:0005777
MGG_00972	GO:0003674, GO:0008150, GO:0005575
MGG_00973	GO:0050660, GO:0003824, GO:0016491, GO:0055114, GO:0016614, GO:0008762, GO:0003674, GO:0005575, GO:0071949, GO:1901360
MGG_00976	GO:0008270, GO:0005737, GO:0005524, GO:0003677, GO:0004386, GO:0000184, GO:0005575, GO:0003724, GO:0016787, GO:0003723, GO:0046872, GO:0010468
MGG_00977	GO:0003676, GO:0030529, GO:0003674, GO:0008150, GO:0042134, GO:0006364, GO:0019843, GO:0042254, GO:1990904, GO:0030515, GO:0043047, GO:0042274, GO:0005730, GO:0032040, GO:0034457
MGG_00978	GO:0016192, GO:0016021, GO:0016020, GO:0043227
MGG_00979	GO:0006886, GO:0005741, GO:0004872, GO:0015450, GO:0071806, GO:0005515
MGG_00980	GO:0008152, GO:0003824, GO:0005575
MGG_00981	GO:0006508, GO:0004190
MGG_00982	GO:0051028, GO:0008380, GO:0006397, GO:0005737, GO:0003723, GO:0005634, GO:0000184, GO:0035145, GO:0003674, GO:0008150, GO:0005575, GO:0006417, GO:0003729
MGG_00983	GO:0043743
MGG_00984	GO:0008270, GO:0008150, GO:0005575, GO:0046872
MGG_00985	GO:0003676, GO:0003723, GO:0000166, GO:0008150, GO:0005575
MGG_00986	GO:0050662, GO:0000166, GO:0016491, GO:0055114, GO:0008677, GO:0050661, GO:0016616, GO:0005575
MGG_00988	GO:0046872, GO:0008270, GO:0005737, GO:0008150, GO:0005575
MGG_00989	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_00990	GO:0016021, GO:0035091, GO:0007154, GO:0038032, GO:0005575, GO:0016020
MGG_00992	GO:0003674, GO:0008150, GO:0005575
MGG_00993	GO:0015093, GO:0016021, GO:0005794, GO:0071421, GO:0006874, GO:0000329, GO:0006879, GO:0030026, GO:0005384, GO:0016020, GO:0034755
MGG_00994	GO:0005975, GO:0006486, GO:0005509, GO:0016020, GO:0004571, GO:0016787, GO:0016798, GO:0008152, GO:0030433
MGG_00998	GO:0008152, GO:0016787
MGG_00999	GO:0005739, GO:0005840, GO:0005762, GO:0003735, GO:1990904
MGG_01000	GO:0003676, GO:0005730, GO:0006364, GO:0030529, GO:0032040, GO:0005634, GO:1990904
MGG_01001	GO:0008152, GO:0016998, GO:0052862, GO:0052861, GO:0016787, GO:0016798, GO:0008422
MGG_01003	GO:0016740, GO:0003824, GO:0016779, GO:0009058, GO:0005575, GO:0004105, GO:0006656, GO:0006657, GO:0005635, GO:0042564, GO:0006629, GO:0008654, GO:0005634
MGG_01004	GO:0003674, GO:0008150, GO:0005575, GO:0005515
MGG_01006	GO:0031310, GO:0016021, GO:0042144, GO:0016020, GO:0005774, GO:0003729, GO:0006797, GO:0006799, GO:0007034, GO:0016237, GO:0005783, GO:0031965, GO:0033254
MGG_01007	GO:0003676
MGG_01008	GO:0008150, GO:0005671, GO:0140671
MGG_01009	GO:0003674, GO:0008150, GO:0005575
MGG_01012	GO:0003676, GO:0005524, GO:0003677, GO:0004386, GO:0005634, GO:0016818, GO:0043044, GO:0006338, GO:0031491, GO:0008150, GO:0140658, GO:0016787, GO:0000166
MGG_01013	GO:0003743, GO:0001732, GO:0005575, GO:0005852, GO:0016282, GO:0033290, GO:0005515, GO:0005737, GO:0006412, GO:0002183, GO:0006413, GO:0034399, GO:0071540, GO:0071541
MGG_01014	GO:0004477, GO:0005524, GO:0000166, GO:0003824, GO:0055114, GO:0009396, GO:0004488, GO:0004329, GO:0035999, GO:0004486, GO:0016787, GO:0016491, GO:0016874, GO:0006730, GO:0006139, GO:0046656, GO:0005739
MGG_01016	GO:0051082, GO:0006457, GO:0031072, GO:0003674, GO:0008150, GO:0005575
MGG_01017	GO:0003676, GO:0008270, GO:0003677, GO:0005634, GO:0006351, GO:0005622
MGG_01018	GO:0016021, GO:0016020, GO:0016491, GO:0055114, GO:0000041, GO:0000293
MGG_01021	GO:0005634, GO:0032259, GO:0016740, GO:0000049, GO:0006400, GO:0008168, GO:0008176, GO:0008150, GO:0005575, GO:0003723, GO:0008033, GO:0030488
MGG_01022	GO:0005634, GO:0003674, GO:0008150, GO:0005575
MGG_01023	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_01025	GO:0003674, GO:0008150, GO:0005575
MGG_01026	GO:0008152, GO:0003824, GO:0004421, GO:0008299, GO:0005575, GO:0016126, GO:0010142, GO:0006084, GO:0016746, GO:0016740
MGG_01027	GO:0051301, GO:0000777, GO:0003674, GO:0051315, GO:0031262, GO:0005634, GO:0007049, GO:0005694, GO:0000775, GO:0000776
MGG_01028	GO:0005777, GO:0016020, GO:0005778, GO:0016560, GO:0003674, GO:0008150, GO:0005515, GO:0015031
MGG_01029	GO:0008152, GO:0016787
MGG_01030	GO:0050660, GO:0003824, GO:0016491, GO:0055114, GO:0050614, GO:0016614, GO:0008762, GO:0003674, GO:0005575, GO:0071949, GO:1901360
MGG_01031	GO:0015031, GO:0000814, GO:0071985
MGG_01032	GO:0005622, GO:0003674
MGG_01033	GO:0008150, GO:0005575
MGG_01035	GO:0016575
MGG_01036	GO:0016021, GO:0016020
MGG_01041	GO:0004871, GO:0007165, GO:0005575
MGG_01042	GO:0008270, GO:0005634, GO:0008150, GO:0005575, GO:0000724, GO:0030915, GO:0019789, GO:0046872, GO:0016925
MGG_01043	GO:0005515
MGG_01044	GO:0005739, GO:0000166, GO:0005509, GO:0005741, GO:0016787, GO:0005525, GO:0003924, GO:0006184, GO:0007005, GO:0016020, GO:0007264, GO:0005622, GO:0019725, GO:0031307, GO:0016021, GO:0046872, GO:0000001, GO:0010821, GO:0015886, GO:0055091, GO:1990456, GO:0032865
MGG_01045	GO:0016021, GO:0005509, GO:0016020, GO:0016567, GO:0007165, GO:0005829
MGG_01046	GO:0005737, GO:0005524, GO:0000166, GO:0006431, GO:0004825, GO:0006418, GO:0004812, GO:0005575, GO:0016874, GO:0006412, GO:0017102
MGG_01047	GO:0005739, GO:0005737, GO:0005886, GO:0035091, GO:0030036, GO:0048015, GO:0030950
MGG_01048	GO:0032259, GO:0006744, GO:0016740, GO:0008689, GO:0004395, GO:0008168, GO:0008425, GO:0005575, GO:0010420, GO:0061542, GO:0031314, GO:0016020, GO:0008152, GO:0005737, GO:0005739, GO:0005743
MGG_01049	GO:0009231, GO:0046872, GO:0005575, GO:0008686, GO:0016829
MGG_01050	GO:0016021, GO:0055085, GO:0016020, GO:0005215, GO:0006814, GO:0022857
MGG_01051	GO:0016021, GO:0006810, GO:0016020, GO:0005739, GO:0005743, GO:0000095, GO:0015805
MGG_01052	GO:0005737, GO:0005524, GO:0000166, GO:0008033, GO:0016879, GO:0016874, GO:0006400
MGG_01053	GO:0003674, GO:0008150, GO:0005575
MGG_01054	GO:0016192, GO:0005083
MGG_01055	GO:0005634, GO:0003674, GO:0008150, GO:0005575
MGG_01058	GO:0046033, GO:0005524, GO:0005758, GO:0004017, GO:0019205, GO:0046034, GO:0005575, GO:0046940, GO:0005829, GO:0006172, GO:0016776, GO:0006139, GO:0005737, GO:0000166, GO:0016740, GO:0016301, GO:0016310, GO:0005739, GO:0006270, GO:0009117
MGG_01059	GO:0008237, GO:0000502, GO:0070122, GO:0005838, GO:0003674, GO:0008150, GO:0005515, GO:0008233, GO:0043161, GO:0008541, GO:0034515, GO:1990023
MGG_01060	GO:0003674, GO:0008150, GO:0005575
MGG_01061	GO:0055114, GO:0004109, GO:0006782, GO:0006779, GO:0005575, GO:0016491
MGG_01062	GO:0000421, GO:0015031, GO:0006914, GO:0009405, GO:0031410, GO:0048102, GO:0003674, GO:0016239, GO:0016020, GO:0005773, GO:0005774, GO:0075016
MGG_01064	GO:0005575
MGG_01065	GO:0003674, GO:0008150, GO:0005575
MGG_01066	GO:0006412, GO:0030529, GO:0003735, GO:0005840, GO:0005622, GO:0015935, GO:1990904
MGG_01067	GO:0016114, GO:0047293, GO:0002083, GO:0016021, GO:0006744, GO:0031305, GO:0009058, GO:0004659, GO:0002094, GO:0016765, GO:0016020, GO:0016740, GO:0005739, GO:0005743, GO:0008299, GO:0008412, GO:0032592
MGG_01068	GO:0003677, GO:0005634, GO:0008150, GO:0005575
MGG_01069	GO:0003674, GO:0008150, GO:0005575
MGG_01070	GO:0003674, GO:0008150
MGG_01071	GO:0016538, GO:0016592, GO:0006357, GO:0003674, GO:0005575, GO:0050790, GO:0005634
MGG_01072	GO:0016021, GO:0005509, GO:0005743, GO:0006810, GO:0055085, GO:0016020, GO:0005347, GO:0005739
MGG_01073	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_01074	GO:0005515
MGG_01075	GO:0003674, GO:0008150, GO:0005575
MGG_01076	GO:0005634, GO:0016787, GO:0006348, GO:0016575, GO:0004407, GO:0031078, GO:0032129, GO:0000781, GO:0032041, GO:0031508, GO:0030874, GO:0031060, GO:0000118, GO:0000790, GO:0000183, GO:0030466, GO:0006325, GO:0031509, GO:0000785, GO:0003682, GO:0042802, GO:0000122, GO:0006357, GO:0010621, GO:0031507, GO:0045944, GO:0090053, GO:0005721, GO:0005730, GO:0031934, GO:0033553, GO:0070823, GO:0070824, GO:0099115, GO:0110129, GO:1990342
MGG_01077	GO:0003674, GO:0008150, GO:0005575, GO:0005515
MGG_01078	GO:0005730, GO:0042254, GO:0008097, GO:0030687, GO:0042134, GO:0000464, GO:0000465, GO:0000027, GO:0006364, GO:0019843
MGG_01079	GO:0015031, GO:0000166, GO:0005525, GO:0003924, GO:0007264
MGG_01080	GO:0005634
MGG_01081	GO:0005777, GO:0016020, GO:0005778, GO:0016560, GO:0003674, GO:0008150, GO:0005515, GO:0015031
MGG_01082	GO:0006338, GO:0003674, GO:0008150, GO:0005575, GO:0031011
MGG_01083	GO:0003674, GO:0008150, GO:0005575
MGG_01084	GO:0005737, GO:0051287, GO:0000166, GO:0016491, GO:0006006, GO:0055114, GO:0016620, GO:0006096, GO:0050661, GO:0004365, GO:0005575
MGG_01086	GO:0005737, GO:0005524, GO:0000166, GO:0003924, GO:0016151, GO:0005575, GO:0019627, GO:0006807
MGG_01087	GO:0043021, GO:0005737, GO:0005634, GO:0005730, GO:0042254, GO:0006364
MGG_01088	GO:0003674, GO:0008150, GO:0005575
MGG_01089	GO:0005739, GO:0006281, GO:0003887, GO:0003684, GO:0070987
MGG_01090	GO:0046983
MGG_01092	GO:0016740, GO:0003824, GO:0019752, GO:0046912, GO:0019878, GO:0004410, GO:1901566, GO:0044283, GO:0043436, GO:0044249
MGG_01093	GO:0016021, GO:0016020
MGG_01094	GO:0016021, GO:0006869, GO:0008289, GO:0061817, GO:0016020
MGG_01095	GO:0000375, GO:0005681, GO:0005634, GO:0000398, GO:0046540
MGG_01096	GO:0005975, GO:0008152, GO:0016787, GO:0003824, GO:0030246, GO:0004339, GO:0004553, GO:2001070, GO:0000272, GO:0005976, GO:0016798, GO:0005575
MGG_01098	GO:0005524, GO:0016740, GO:0016773, GO:0005575, GO:0050262, GO:0034356
MGG_01099	GO:0016021, GO:0016787, GO:0004045, GO:0008150, GO:0005575, GO:0016020
MGG_01100	GO:0003676, GO:0005730, GO:0030529, GO:0003674, GO:0005575, GO:0005515, GO:0005634, GO:1990904, GO:0000447, GO:0000462, GO:0000472, GO:0000480, GO:0030688, GO:0032040
MGG_01101	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020, GO:0000329
MGG_01102	GO:0005739, GO:0016740, GO:0042450, GO:0006520, GO:0016597, GO:0016743, GO:0005829, GO:0004585, GO:0006526, GO:1903269
MGG_01103	GO:0003723, GO:0005634, GO:0003676
MGG_01104	GO:0008152, GO:0009082, GO:0003984, GO:0009097, GO:0016597, GO:0009099, GO:0005575, GO:0050790, GO:1990610, GO:0005737, GO:0008652, GO:0030234, GO:0005948, GO:0042645
MGG_01105	GO:0005575
MGG_01106	GO:0046872, GO:0005622, GO:0035556
MGG_01107	GO:0005634, GO:0004865, GO:0032515
MGG_01108	GO:0015031, GO:0005789, GO:0006888, GO:0012507, GO:0003674, GO:0005575, GO:0005515, GO:0016020, GO:0005783, GO:0016192, GO:0031410, GO:0110165
MGG_01109	GO:0003676, GO:0003723, GO:0000166, GO:0008150, GO:0005575
MGG_01110	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_01111	GO:0005739, GO:0004129, GO:0045277, GO:1902600
MGG_01112	GO:0005634, GO:0007049, GO:0003674
MGG_01113	GO:0006412, GO:0003735, GO:0005840, GO:0005829, GO:0022627
MGG_01114	GO:0046872, GO:0008270, GO:0000166, GO:0016491, GO:0055114
MGG_01115	GO:0004842, GO:0005622, GO:0016874, GO:0006464, GO:0016881, GO:0016567, GO:0006807, GO:0044238, GO:0043170
MGG_01116	GO:0005739, GO:0003735, GO:0005840, GO:0003674, GO:0008150, GO:0005575, GO:1990904
MGG_01117	GO:0003674, GO:0008150
MGG_01119	GO:0016021, GO:0005575
MGG_01120	GO:0006450, GO:0003674, GO:0008150, GO:0005575
MGG_01121	GO:0016192, GO:0006886, GO:0016020, GO:0005622, GO:0005515, GO:0015031, GO:0001671, GO:0005483, GO:0006914, GO:0035494, GO:0042144, GO:0048280, GO:0005829, GO:0019898, GO:0031201
MGG_01123	GO:0005634, GO:0030688, GO:0000462
MGG_01124	GO:0016192, GO:0016021, GO:0006886, GO:0016020, GO:0005622, GO:0003674, GO:0005737, GO:0015031, GO:0043231, GO:0005774, GO:0005484, GO:0006891, GO:0006896, GO:0006906, GO:0007036, GO:0016236, GO:0042144, GO:0030173, GO:0031201
MGG_01125	GO:0016491, GO:0055114
MGG_01127	GO:0008270, GO:0005622, GO:0008150
MGG_01128	GO:0009423, GO:0046872, GO:0005737, GO:0005524, GO:0004765, GO:0009073, GO:0004764, GO:0003855, GO:0003856, GO:0003866, GO:0016765, GO:0003824, GO:0008152, GO:0016491, GO:0000166, GO:0016740, GO:0016301, GO:0016310, GO:0016829, GO:0008652
MGG_01129	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_01130	GO:0003677, GO:0008150
MGG_01133	GO:0003677, GO:0006355
MGG_01134	GO:0005975, GO:0004553, GO:0005618, GO:0016798, GO:0005575, GO:0016757, GO:0006037, GO:0031505, GO:0000144, GO:0009277
MGG_01135	GO:0005740, GO:0004129, GO:0006123, GO:0005751, GO:1902600, GO:0008270, GO:0033617, GO:0005739
MGG_01136	GO:0003674, GO:0005575
MGG_01138	GO:0046872, GO:0009055, GO:0020037, GO:0005506, GO:0016491, GO:0055114, GO:0004497, GO:0016705
MGG_01139	GO:0046872, GO:0008152, GO:0003824, GO:0004160, GO:0009082, GO:0051539, GO:0016836, GO:0016829, GO:0008652, GO:0051536, GO:0051537, GO:0009097, GO:0009099
MGG_01140	GO:0016021, GO:0006486, GO:0016740, GO:0016020, GO:0000030, GO:0016757, GO:0097502
MGG_01144	GO:0047617, GO:0006637, GO:0016787
MGG_01145	GO:0003674, GO:0008150, GO:0005575
MGG_01146	GO:0008152, GO:0016787, GO:0005575, GO:0052689
MGG_01147	GO:0031222, GO:0046373, GO:0046556, GO:0005575, GO:0016787
MGG_01148	GO:0016021, GO:0016020
MGG_01149	GO:0005576, GO:0005618, GO:0031225, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_01150	GO:0007165
MGG_01151	GO:0016021, GO:0016020
MGG_01153	GO:0005737, GO:0006508, GO:0005634, GO:0006511, GO:0016787, GO:0019773, GO:0004175, GO:0008233, GO:0051603, GO:0000502, GO:0005839, GO:0004298, GO:0010499, GO:0043161
MGG_01154	GO:0003674, GO:0005575
MGG_01157	GO:0003676, GO:0030529, GO:0000398, GO:0003674, GO:0008150, GO:0046540, GO:0005634, GO:0006397, GO:0008380, GO:1990904, GO:0045292
MGG_01158	GO:0008270, GO:0003677, GO:0005634, GO:0006351, GO:0016740, GO:0016779, GO:0003899, GO:0000428
MGG_01159	GO:0003677, GO:0005634, GO:0000786, GO:0046982, GO:0030527, GO:0005694
MGG_01160	GO:0003677, GO:0005634, GO:0000786, GO:0006334, GO:0005694, GO:0003674, GO:0005575, GO:0046982, GO:0030527
MGG_01163	GO:0016021, GO:0016020
MGG_01165	GO:0005737, GO:0005524, GO:0000166, GO:0006412, GO:0000049, GO:0003824, GO:0016874, GO:0006418, GO:0004812, GO:0004822, GO:0006428, GO:0005575, GO:0106074, GO:0002161, GO:0032543, GO:0005739
MGG_01168	GO:0005789, GO:0016021, GO:0006506, GO:0042765, GO:0016255, GO:0016020, GO:0005783
MGG_01170	GO:0016226, GO:0005506, GO:0051536, GO:0051537, GO:0140132, GO:0044571
MGG_01171	GO:0003676, GO:0008270, GO:0003677, GO:0005622, GO:0008150
MGG_01172	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_01173	GO:0007154, GO:0005576, GO:0005618
MGG_01174	GO:0003674, GO:0008150, GO:0005575
MGG_01175	GO:0005524, GO:0000166, GO:0007049, GO:0005874, GO:0008017, GO:0003777, GO:0051301, GO:0007018, GO:0003774
MGG_01176	GO:0046872, GO:0008270, GO:0000166, GO:0016491, GO:0055114, GO:0008150, GO:0005575, GO:0016616, GO:0052865
MGG_01177	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_01178	GO:0005975, GO:0005576, GO:0003824, GO:0004553, GO:0043169, GO:0004567, GO:0016787, GO:0016798, GO:0008152
MGG_01179	GO:0015031, GO:0000166, GO:0005525, GO:0003924, GO:0007264, GO:0044088, GO:0007033
MGG_01180	GO:0000166, GO:0008152, GO:0016491, GO:0055114, GO:0003674, GO:0005575
MGG_01181	GO:0003674, GO:0008150, GO:0005575
MGG_01182	GO:0051287, GO:0000166, GO:0008152, GO:0055114, GO:0016616, GO:0048037, GO:0016491
MGG_01183	GO:0043021, GO:0005730, GO:0003674, GO:0005654, GO:0000463, GO:0000466, GO:0030687, GO:0042254, GO:0005634, GO:0006364, GO:0042273
MGG_01185	GO:0015031, GO:0000166, GO:0005525, GO:0003924, GO:0007264, GO:0034058, GO:0031901
MGG_01186	GO:0008080, GO:0008150, GO:0005575, GO:0016407
MGG_01188	GO:0003674, GO:0008150, GO:0005575
MGG_01189	GO:0003674, GO:0008150, GO:0005575
MGG_01190	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_01191	GO:0016021, GO:0005886, GO:0009405, GO:0016740, GO:0016757
MGG_01195	GO:0016787
MGG_01196	GO:0005524, GO:0004672, GO:0000166, GO:0004674, GO:0006468, GO:0016772, GO:0016301, GO:0016310, GO:0051094
MGG_01198	GO:0005789, GO:0016021, GO:0006506, GO:0016746, GO:0016020, GO:0016740, GO:0005783, GO:0008374
MGG_01199	GO:0003674, GO:0005575
MGG_01201	GO:0046872, GO:0005524, GO:0006730, GO:0009396, GO:0016874, GO:0009058, GO:0004326, GO:0003674, GO:0005575, GO:0046901, GO:0016881
MGG_01202	GO:0050660, GO:0003824, GO:0016491, GO:0055114, GO:0016614, GO:0008762, GO:0003674, GO:0005575, GO:0071949, GO:1901360
MGG_01204	GO:0003677, GO:0005634, GO:0006355, GO:0006351, GO:0000977, GO:0045944, GO:0046983
MGG_01205	GO:0046872, GO:0005737, GO:0005634, GO:0050660, GO:0102265, GO:0005575, GO:0008033, GO:0017150, GO:0016491, GO:0006397, GO:0002943, GO:0006400, GO:0034399
MGG_01206	GO:0005515
MGG_01207	GO:0003676, GO:0008270, GO:0005634, GO:0003743, GO:0006413, GO:0001091, GO:0017025, GO:0005669, GO:0004402, GO:0006366, GO:0016573
MGG_01208	GO:0005789, GO:0016021, GO:0005783, GO:0006886, GO:0006888, GO:0070973, GO:0003674, GO:0016020, GO:0015031, GO:0016192
MGG_01209	GO:0003676, GO:0008270, GO:0005622
MGG_01210	GO:0016021, GO:0016020, GO:0003674, GO:0008150
MGG_01211	GO:0003674, GO:0008150, GO:0005575
MGG_01212	GO:0003674, GO:0006479
MGG_01213	GO:0003674, GO:0008150, GO:0005575
MGG_01214	GO:0003674, GO:0008150, GO:0005575
MGG_01215	GO:0008270, GO:0061630, GO:0071596, GO:0046872, GO:0016740, GO:0016567
MGG_01217	GO:0003676, GO:0003723, GO:0000166, GO:0042134, GO:0000447, GO:0000472, GO:0000480, GO:0034462, GO:0005730, GO:0030686, GO:0032040
MGG_01218	GO:0005634, GO:0003700, GO:0003674, GO:0008150, GO:0005575, GO:0006355
MGG_01220	GO:0003674, GO:0005575, GO:0005515
MGG_01222	GO:0008270, GO:0005622, GO:0008150
MGG_01223	GO:0046872, GO:0016491, GO:0055114, GO:0016702, GO:0016706, GO:0008150, GO:0005575, GO:0051213
MGG_01224	GO:0003674, GO:0005575, GO:0005515
MGG_01227	GO:0005524, GO:0006355, GO:0004871, GO:0016020, GO:0000156, GO:0005622, GO:0007165, GO:0016772, GO:0035556, GO:0004673, GO:0000155, GO:0016310, GO:0000160
MGG_01229	GO:0016021, GO:0003674, GO:0005575, GO:0016020
MGG_01230	GO:0008152, GO:0016491, GO:0055114, GO:0016620, GO:0004777, GO:0005575, GO:0009450, GO:0009013, GO:0036243
MGG_01231	GO:0008270, GO:0000166, GO:0016491, GO:0055114, GO:0008150, GO:0005575, GO:0046872, GO:0016616, GO:0005975, GO:0044205
MGG_01232	GO:0015986, GO:0000276, GO:0015078, GO:0016020, GO:0005739, GO:0006811, GO:1902600, GO:0045263
MGG_01233	GO:0005634, GO:0016740, GO:0008168, GO:0032259, GO:0031640, GO:1900378
MGG_01235	GO:0005672, GO:0006367, GO:0005634
MGG_01236	GO:0003674, GO:0005575, GO:1904668, GO:0097027, GO:0010997, GO:0005515
MGG_01237	GO:0005575, GO:0005515
MGG_01238	GO:0008270, GO:0003674, GO:0005515, GO:0006623
MGG_01240	GO:0046872, GO:0008270, GO:0016021, GO:0005575, GO:0016020
MGG_01243	GO:0016021, GO:0016020
MGG_01244	GO:0008150, GO:0005575, GO:0005515
MGG_01245	GO:0016021, GO:0016020, GO:0005783, GO:0005789, GO:0000139, GO:0005794, GO:0016192, GO:0033116, GO:0006890, GO:0006888, GO:0030134, GO:0030173, GO:0030176, GO:0061852
MGG_01246	GO:0016021, GO:0005774, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_01247	GO:0005975, GO:0008152, GO:0016787, GO:0005576, GO:0003824, GO:0006032, GO:0004553, GO:0008061, GO:0043169, GO:0004568, GO:0000272, GO:0016798
MGG_01248	GO:0031965, GO:0005737, GO:0005096, GO:0005575, GO:0046827, GO:0005634, GO:0031267, GO:0000054, GO:0006404, GO:0006407, GO:0006409, GO:0006606, GO:0031509, GO:0090630, GO:0005829
MGG_01252	GO:0003674, GO:0008150, GO:0005575
MGG_01255	GO:0016021, GO:0003824, GO:0030246, GO:0016052, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_01256	GO:0046872, GO:0005524, GO:0003824, GO:0016874, GO:0006189, GO:0004638, GO:0043727, GO:0000166, GO:0006164, GO:0016829, GO:0016831
MGG_01257	GO:0017150, GO:0050660, GO:0008033, GO:0003824, GO:0102265, GO:0016491, GO:0055114, GO:0006397, GO:0002943
MGG_01258	GO:0016021, GO:0006355, GO:0000079, GO:0016538, GO:0006357, GO:0003674, GO:0005575, GO:0050790, GO:0016020
MGG_01259	GO:0003674, GO:0005575, GO:0005515, GO:0110165, GO:0046540
