ProtID	GO_ID
MGG_11861	GO:0016021, GO:0005975, GO:0005886, GO:0016740, GO:0003824, GO:0043169, GO:0031225, GO:0016020, GO:0042123, GO:0071840, GO:0071852
MGG_11862	GO:0005524, GO:0005634, GO:0006200, GO:0000166, GO:0016887, GO:0017111, GO:0008150, GO:0000056, GO:0042254
MGG_11869	GO:0003677, GO:0043565, GO:0005622, GO:0003674, GO:0046982
MGG_11870	GO:0003674, GO:0005575
MGG_11871	GO:0000256, GO:0004037, GO:0005575
MGG_11876	GO:0016021, GO:0006810, GO:0055085, GO:0008643, GO:0016020, GO:0005215, GO:0022891, GO:0022857
MGG_11877	GO:0003674, GO:0008150
MGG_11878	GO:0016021, GO:0006810, GO:0016020, GO:0005739, GO:0005743
MGG_11879	GO:0003674, GO:0005575
MGG_11882	GO:0005524, GO:0006355, GO:0004871, GO:0016020, GO:0000156, GO:0005622, GO:0007165, GO:0016772, GO:0035556, GO:0004673, GO:0000155, GO:0016310, GO:0000160, GO:0005515
MGG_11885	GO:0003674, GO:0008150, GO:0005575
MGG_11887	GO:0016021, GO:0016020
MGG_11888	GO:0004842, GO:0005622, GO:0006464, GO:0016881, GO:0016567, GO:0006807, GO:0044238, GO:0043170
MGG_11889	GO:0005737, GO:0005524, GO:0000166, GO:0051082, GO:0006457, GO:0044267, GO:0005832, GO:0140662, GO:0016887, GO:0051086
MGG_11894	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_11895	GO:0005524, GO:0004672, GO:0006468, GO:0016772, GO:0016301, GO:0016310
MGG_11897	GO:0016192, GO:0005794, GO:0016020, GO:0030173, GO:0003674, GO:0008150, GO:0016021, GO:0000139
MGG_11899	GO:0005515, GO:0030864
MGG_11902	GO:0000166, GO:0005525, GO:0003924, GO:0006184, GO:0001786, GO:0070300, GO:0080025, GO:1901612, GO:0000001, GO:0000002, GO:0007005, GO:0007006, GO:0008053, GO:0015886, GO:0061025, GO:1990626, GO:1990627, GO:0005739, GO:0005758, GO:0030061, GO:0031304, GO:0031314, GO:0097002
MGG_11903	GO:0016021, GO:0055085, GO:0008324, GO:0006812, GO:0098655, GO:0016020, GO:0046916
MGG_11904	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_11907	GO:0019905
MGG_11913	GO:0008150, GO:0005575
MGG_11914	GO:0005768
MGG_11915	GO:0003674, GO:0008150, GO:0005575, GO:0005515
MGG_11917	GO:0008440, GO:0016301, GO:0032958, GO:0016740, GO:0016310
MGG_11919	GO:0016021, GO:0055085, GO:0022857, GO:0016020
MGG_11925	GO:0003676, GO:0008270, GO:0005622
MGG_11927	GO:0000166, GO:0008152, GO:0016491, GO:0055114, GO:0005575, GO:0044249, GO:1901576
MGG_11934	GO:0003992, GO:0005759, GO:0006526, GO:0016740, GO:0030170, GO:0003824, GO:0008483, GO:0006525, GO:0006592, GO:0042450
MGG_11936	GO:0050660, GO:0003824, GO:0016491, GO:0055114, GO:0016614, GO:0008762, GO:0003674, GO:0008150, GO:0005575, GO:0071949, GO:1901360
MGG_11945	GO:0006508, GO:0016787, GO:0008233, GO:0004190, GO:0005575
MGG_11948	GO:0005576
MGG_11952	GO:0003674, GO:0005575
MGG_11962	GO:0016021, GO:0016020, GO:0007186, GO:0004930, GO:0004872, GO:0007166, GO:0004888
MGG_11966	GO:0008152, GO:0016787, GO:0050525, GO:0005576, GO:0052689
MGG_11967	GO:0003674, GO:0008150, GO:0005575
MGG_11991	GO:0003674, GO:0008150, GO:0005575
MGG_11998	GO:0016021, GO:0005975, GO:0003824, GO:0043169, GO:0016020
MGG_11999	GO:0005975, GO:0003824, GO:0004553, GO:0043169, GO:0005575, GO:0071704, GO:0016787, GO:0016798, GO:0008152, GO:0016985, GO:0046355
MGG_12003	GO:0016491, GO:0005216
MGG_12004	GO:0008270, GO:0005634, GO:0006355
MGG_12005	GO:0046872, GO:0005789, GO:0016021, GO:0005524, GO:0006200, GO:0000166, GO:0016787, GO:0016020, GO:0016887, GO:0005801, GO:0015662, GO:0006812, GO:0016820, GO:0006874, GO:0030026, GO:0055092, GO:0070273, GO:0019829, GO:0140358, GO:0005215, GO:0140567, GO:0034214, GO:0043335, GO:0140569, GO:0005388, GO:1903515, GO:0005783, GO:0030176
MGG_12006	GO:0003674, GO:0008150, GO:0005575
MGG_12007	GO:0008152, GO:0003824, GO:0016829, GO:0005575, GO:0016836, GO:0044238, GO:0019752
MGG_12008	GO:0003674, GO:0005575
MGG_12009	GO:0008270, GO:0005622
MGG_12016	GO:0008152, GO:0016787, GO:0052689
MGG_12020	GO:0016788, GO:0003674, GO:0008150, GO:0005575
MGG_12025	GO:0005975, GO:0016853, GO:0003824, GO:0030246, GO:0005575
MGG_12026	GO:0003674, GO:0005575
MGG_12029	GO:0003674, GO:0008150, GO:0005575
MGG_12037	GO:0008270, GO:0003677, GO:0005634, GO:0006351
MGG_12043	GO:0003674, GO:0008150, GO:0005575
MGG_12047	GO:0005515
MGG_12049	GO:0008061
MGG_12068	GO:0005575
MGG_12069	GO:0003674, GO:0008150, GO:0005575
MGG_12077	GO:0000166, GO:0005886, GO:0005525, GO:0003924, GO:0007264, GO:0007165
MGG_12081	GO:0003674, GO:0008150, GO:0005575
MGG_12086	GO:0003676, GO:0004519, GO:0090305
MGG_12090	GO:0003674, GO:0008150, GO:0005575
MGG_12091	GO:0003674, GO:0008150, GO:0005575
MGG_12092	GO:0007059, GO:0005737, GO:0005874, GO:0051301, GO:0072686, GO:0007052, GO:0042729, GO:0005634, GO:0005856, GO:0007049, GO:0005694, GO:0005819, GO:0000776
MGG_12093	GO:0016021, GO:0016311, GO:0004725, GO:0016791, GO:0005575, GO:0008138, GO:0006470, GO:0016020, GO:0016787, GO:0004721
MGG_12094	GO:0016021, GO:0005637, GO:0071765, GO:0016020, GO:0005634
MGG_12095	GO:0050662, GO:0000166, GO:0003824, GO:0044237, GO:0003674, GO:0005575
MGG_12096	GO:0003674, GO:0008150, GO:0005575
MGG_12097	GO:0008270, GO:0003677, GO:0005634, GO:0006351
MGG_12098	GO:0008152, GO:0003824, GO:0006207, GO:0006221, GO:0004590, GO:0016829, GO:0016831, GO:0005575, GO:0044205, GO:0055086, GO:0072528, GO:0006222, GO:0005829
MGG_12101	GO:0003676, GO:0006397, GO:0003723, GO:0005634, GO:0000166, GO:1990446
MGG_12102	GO:0102522, GO:0016740, GO:0008150, GO:0005575, GO:0006400
MGG_12107	GO:0005789, GO:0047605, GO:0019751, GO:0008150, GO:0005575, GO:0045151, GO:0016829, GO:0016831
MGG_12109	GO:0046872, GO:0008270, GO:0005634, GO:0006325
MGG_12110	GO:0016740, GO:0016765, GO:0005575, GO:0045547, GO:0019408
MGG_12114	GO:0016021, GO:0000139, GO:0016020, GO:0005794
MGG_12116	GO:0000166, GO:0008152, GO:0016491, GO:0055114
MGG_12117	GO:0005515
MGG_12118	GO:0005524, GO:0004672, GO:0000166, GO:0006468, GO:0016772, GO:0016301, GO:0016310
MGG_12119	GO:0016787, GO:0005634, GO:0046872, GO:0000166, GO:0004518, GO:0090305, GO:0003723, GO:0016070, GO:0019003, GO:0034353, GO:0110152, GO:0140432, GO:0034428, GO:0110155
MGG_12122	GO:0005737, GO:0005524, GO:0004672, GO:0000166, GO:0009405, GO:0004674, GO:0006468, GO:0004713, GO:0016772, GO:0016301, GO:0016310, GO:0004712, GO:0051984, GO:1905342, GO:0033047, GO:0032933
MGG_12123	GO:0051028, GO:0016070, GO:0008150, GO:0005575, GO:0045292, GO:0000339, GO:0005846, GO:0006406
MGG_12124	GO:0016021, GO:0006886, GO:0005741, GO:0005742, GO:0015450, GO:0030150, GO:0008320, GO:0045040, GO:0016020, GO:0005739, GO:0015031
MGG_12127	GO:0016192, GO:0016021, GO:0003674, GO:0008150, GO:1990809, GO:0032541, GO:0034976, GO:0051292, GO:0005635, GO:0032581, GO:0048309, GO:0032153, GO:0016020, GO:0005783, GO:0005789, GO:0000139, GO:0005794
MGG_12128	GO:0005262, GO:0098703, GO:0005515
MGG_12130	GO:0003677, GO:0006281, GO:0006470, GO:0008601, GO:0000159, GO:0007165, GO:0050790, GO:0000776, GO:0019888, GO:2000786, GO:0005816, GO:0005935, GO:0031107, GO:0031134, GO:0031578, GO:0032186, GO:0051754, GO:0070199, GO:0000780, GO:0000775, GO:0000779, GO:0005634, GO:0008104
MGG_12131	GO:0016787, GO:0046854, GO:0008150, GO:0005575, GO:0046856, GO:0005515, GO:0016791, GO:0003824
MGG_12136	GO:0016021, GO:0016491, GO:0055114, GO:0005575, GO:0016020
MGG_12137	GO:0005737, GO:0005634, GO:0009691, GO:0016787
MGG_12138	GO:0005730, GO:0000723, GO:0005575, GO:0033314, GO:0030896, GO:0031573, GO:0035861, GO:0140445, GO:0000077
MGG_12139	GO:0016021, GO:0003674, GO:0005575, GO:0016020
MGG_12141	GO:0015031, GO:0005789, GO:0006914, GO:0000139, GO:0048208, GO:0016020, GO:0005783, GO:0016192, GO:0046907, GO:0070971
MGG_12142	GO:0003674, GO:0008150, GO:0005575
MGG_12154	GO:0102132, GO:0102131, GO:0004321, GO:0000166, GO:0008152, GO:0016740, GO:0000287, GO:0003824, GO:0004316, GO:0055114, GO:0006633, GO:0008897, GO:0004315, GO:0009058, GO:0009059, GO:0042759, GO:0005835, GO:0004312, GO:0016746, GO:0016491, GO:0046872, GO:0006629, GO:0006631, GO:0044238, GO:0018215, GO:0044550, GO:0044249, GO:1901576, GO:0101026, GO:1900535
MGG_12155	GO:0046872, GO:0003676, GO:0008270, GO:0005524, GO:0003677, GO:0004386, GO:0005634, GO:0016787, GO:0008150, GO:0005575, GO:0140658, GO:0000166, GO:0006338
MGG_12159	GO:0005524, GO:0000166, GO:0008152, GO:0016740, GO:0006222, GO:0044211, GO:0044206, GO:0004849, GO:0016301, GO:0016773, GO:0009116, GO:0016310, GO:0044238, GO:1901564, GO:0008655
MGG_12162	GO:0009231, GO:0016491, GO:0055114, GO:0008703
MGG_12163	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0005515, GO:0043130, GO:0016020
MGG_12164	GO:0005634, GO:0006355, GO:0030015, GO:0000289
MGG_12173	GO:0016787, GO:0006807, GO:0016810, GO:0005575, GO:0070773, GO:0008418
MGG_12174	GO:0005789, GO:0016021, GO:0003674, GO:0005575, GO:0016020, GO:0005783, GO:0006950
MGG_12175	GO:0008152, GO:0003824, GO:0016874, GO:0048037, GO:0031177
MGG_12177	GO:0003743, GO:0016787, GO:0006413, GO:0044237, GO:0003674, GO:0005575, GO:1901566
MGG_12178	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_12181	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_12184	GO:0016021, GO:0006869, GO:0008289, GO:0061817, GO:0016020
MGG_12198	GO:0005524, GO:0003674, GO:0008150, GO:0005575
MGG_12203	GO:0016021, GO:0016020
MGG_12210	GO:0016021, GO:0009055, GO:0005506, GO:0050660, GO:0016491, GO:0055114, GO:0006811, GO:0016020
MGG_12214	GO:0008270, GO:0000166, GO:0008152, GO:0032259, GO:0016740, GO:0003824, GO:0016491, GO:0055114, GO:0006633, GO:0004315, GO:0008168, GO:0009058, GO:0016747, GO:0031177, GO:0016746, GO:0044281, GO:0044550, GO:1901576
MGG_12222	GO:0003674, GO:0008150, GO:0005575
MGG_12228	GO:0008270, GO:0000166, GO:0016491, GO:0055114, GO:0003674, GO:0008150, GO:0005575
MGG_12230	GO:0003674, GO:0008150, GO:0005575
MGG_12231	GO:0016021, GO:0055085, GO:0022857, GO:0016020
MGG_12239	GO:0003674, GO:0008150, GO:0005575
MGG_12247	GO:0005575
MGG_12264	GO:0016491, GO:0008150, GO:0005575
MGG_12267	GO:0008152, GO:0003824, GO:0005575
MGG_12268	GO:0006412, GO:0003735, GO:0005840, GO:0006357, GO:0006414, GO:0005622, GO:0003746, GO:0032784, GO:0060195, GO:0032044, GO:0032968, GO:0005515, GO:0006355, GO:0005634, GO:0140673, GO:0003711, GO:0006368
MGG_12272	GO:0008276, GO:0004809, GO:0003674, GO:0008150, GO:0030490, GO:0000470, GO:0018364, GO:0035657, GO:0043528, GO:0046982, GO:0016435, GO:0070476, GO:0030488, GO:0042273, GO:0042274, GO:0002098, GO:0043527
MGG_12275	GO:0016491, GO:0055114
MGG_12276	GO:0005622
MGG_12288	GO:0005737, GO:0042254, GO:0016740, GO:0017183, GO:0090560
MGG_12291	GO:0005975, GO:0003824, GO:0004553, GO:0043169, GO:0004563, GO:0102148, GO:0016787, GO:0016798, GO:0008152
MGG_12300	GO:0046872, GO:0008270, GO:0016787, GO:0004416, GO:0008150, GO:0005575
MGG_12301	GO:0005737, GO:0003723, GO:0003743, GO:0006412, GO:0006413
MGG_12302	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_12304	GO:0016021, GO:0016787, GO:0008233, GO:0016020
MGG_12305	GO:0003714, GO:0045892
MGG_12307	GO:0003674, GO:0008150, GO:0005575
MGG_12308	GO:0005681, GO:0005634, GO:0000398, GO:0005816, GO:0046872, GO:0006397, GO:0008380, GO:0000349, GO:0071006
MGG_12309	GO:0005737, GO:0005815, GO:0005874, GO:0000922, GO:0000226, GO:0007020, GO:0043015, GO:0005816, GO:0005856, GO:0000930
MGG_12315	GO:0003674, GO:0008150, GO:0005575
MGG_12316	GO:0003674, GO:0008150, GO:0005575
MGG_12317	GO:0003674, GO:0008150, GO:0005575
MGG_12321	GO:0016021, GO:0016020
MGG_12322	GO:0016021, GO:0016020
MGG_12323	GO:0003674, GO:0008150, GO:0005575
MGG_12327	GO:0003674, GO:0008150, GO:0005575
MGG_12329	GO:0003674, GO:0008150, GO:0005575, GO:0006283, GO:0005515
MGG_12335	GO:0016021, GO:0016020
MGG_12336	GO:0005622, GO:0005086, GO:0032012, GO:0050790, GO:0005085, GO:0005794
MGG_12337	GO:0005737
MGG_12339	GO:0008270, GO:0005634, GO:0006355, GO:0003700, GO:0000981, GO:0045944
MGG_12345	GO:0016192, GO:0006904
MGG_12349	GO:0008270, GO:0005634, GO:0006355, GO:0003700, GO:0000981, GO:0006357
MGG_12354	GO:0003674, GO:0008150, GO:0005575
MGG_12357	GO:0046872, GO:0006396, GO:0005524, GO:0004525, GO:0004386, GO:0003723, GO:0050688, GO:0051607, GO:0005575, GO:0090501, GO:0090502, GO:0016891, GO:0003676, GO:0016787, GO:0000166, GO:0016070, GO:0031047
MGG_12366	GO:0003674, GO:0008150, GO:0005575
MGG_12370	GO:0003676, GO:0003723, GO:0000166, GO:0005575
MGG_12371	GO:0016021, GO:0005774, GO:0016020
MGG_12377	GO:0005524, GO:0006355, GO:0004871, GO:0016020, GO:0000156, GO:0005622, GO:0007165, GO:0035556, GO:0004673, GO:0000155, GO:0000160, GO:0018298, GO:0009881, GO:0009584, GO:0005515, GO:0050896, GO:0005737, GO:0000166, GO:1902531
MGG_12385	GO:0016021, GO:0055085, GO:0022857, GO:0016020
MGG_12387	GO:0046872, GO:0016491, GO:0055114, GO:0051539, GO:0016651, GO:0051536, GO:0048038, GO:0008137, GO:0022900
MGG_12388	GO:0016021, GO:0055085, GO:0022857, GO:0003674, GO:0005575, GO:0016020
MGG_12392	GO:0008152, GO:0003855, GO:0003824
MGG_12396	GO:0020037
MGG_12397	GO:0016021, GO:0003674, GO:0008150, GO:0005515, GO:0016020
MGG_12403	GO:0003676, GO:0003723, GO:0000287, GO:0004527, GO:0000184, GO:0006139, GO:0005622, GO:0008409, GO:0004534, GO:0090503, GO:0090501, GO:0000932, GO:0010494, GO:0000956, GO:0016787, GO:0005737, GO:0004518, GO:0090305
MGG_12405	GO:0016021, GO:0016020, GO:0051301, GO:0003674, GO:0008150, GO:0045332, GO:0033036
MGG_12408	GO:0005524, GO:0004672, GO:0000166, GO:0004674, GO:0006468, GO:0016772, GO:0016301, GO:0016310, GO:0005819, GO:0016740, GO:0051094
MGG_12410	GO:0016021, GO:0016020
MGG_12415	GO:0008061, GO:0003674, GO:0008150, GO:0005575
MGG_12421	GO:0005737, GO:0006546, GO:0032259, GO:0004047, GO:0016740, GO:0016491, GO:0055114, GO:0008168, GO:0005515
MGG_12423	GO:0019285, GO:0019133, GO:0046872, GO:0051537, GO:0005506, GO:0016491, GO:0055114, GO:0051536, GO:0006725, GO:0004497, GO:0016705, GO:0019439, GO:0016708, GO:0005575, GO:0044237
MGG_12424	GO:0008270, GO:0003677, GO:0005634, GO:0006351
MGG_12426	GO:0003674, GO:0008150, GO:0005575
MGG_12441	GO:0016021, GO:0005515, GO:0016020
MGG_12442	GO:0046872, GO:0006508, GO:0005509, GO:0004177, GO:0016020, GO:0008233, GO:0004571, GO:0003674, GO:0005575, GO:0016787, GO:0008235
MGG_12444	GO:0003674, GO:0008150, GO:0005575
MGG_12447	GO:0005737, GO:0000166, GO:0008152, GO:0032259, GO:0016853, GO:0016740, GO:0003824, GO:0016491, GO:0016874, GO:0006633, GO:0004315, GO:0008168, GO:0009058, GO:0048037, GO:0031177, GO:0016746
MGG_12462	GO:0000810, GO:0016021, GO:0005783, GO:0008152, GO:0016020, GO:0003824, GO:0006644, GO:0007165, GO:0008195, GO:0000329
MGG_12463	GO:0046872, GO:0008270, GO:0006351
MGG_12466	GO:0003674, GO:0008150, GO:0005575
MGG_12467	GO:0016021, GO:0005739, GO:0005743, GO:0016020, GO:0016491, GO:0055114, GO:0004129, GO:0022904, GO:0005746, GO:0006119, GO:0008150, GO:0006123, GO:0022900, GO:1902600
MGG_12468	GO:0016021, GO:0005576, GO:0005618, GO:0031225, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_12471	GO:0003674, GO:0008150, GO:0005575
MGG_12473	GO:0000166
MGG_12474	GO:0046872, GO:0000166, GO:0016787, GO:0016788, GO:0009166, GO:0005575, GO:0110165, GO:0008252
MGG_12475	GO:0046872, GO:0016787
MGG_12476	GO:0016021, GO:0005576, GO:0005618, GO:0031225, GO:0016020
MGG_12478	GO:0046872, GO:0016021, GO:0009055, GO:0020037, GO:0005506, GO:0055114, GO:0004497, GO:0016705, GO:0016020, GO:0016491
MGG_12479	GO:0046872, GO:0009055, GO:0020037, GO:0005506, GO:0055114, GO:0004497, GO:0016705, GO:0016491
MGG_12480	GO:0016765, GO:0009820, GO:0050364, GO:0016740, GO:0044249, GO:0019748
MGG_12481	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_12488	GO:0003674, GO:0008150, GO:0005575
MGG_12489	GO:0005975, GO:0008152, GO:0016787, GO:0004553, GO:0000272, GO:0016798, GO:0009044, GO:0045493
MGG_12491	GO:0003674, GO:0008150, GO:0005575
MGG_12492	GO:0003674, GO:0008150, GO:0005575
MGG_12496	GO:0046872, GO:0009055, GO:0020037, GO:0005506, GO:0016491, GO:0055114, GO:0004497, GO:0016705, GO:0003674, GO:0008150, GO:0005575
MGG_12497	GO:0046872, GO:0009055, GO:0020037, GO:0005506, GO:0016491, GO:0055114, GO:0004497, GO:0016705, GO:0003674, GO:0008150, GO:0005575
MGG_12505	GO:0016491, GO:0055114, GO:0005575, GO:0051213
MGG_12506	GO:0003674, GO:0008150, GO:0005575
MGG_12513	GO:0005524, GO:0004672, GO:0006468, GO:0016772, GO:0016301, GO:0016310
MGG_12520	GO:0009055, GO:0020037, GO:0005506, GO:0055114, GO:0016705, GO:0004497
MGG_12521	GO:0005576, GO:0005618, GO:0031225, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_12522	GO:0003674, GO:0008150, GO:0005575
MGG_12523	GO:0003674, GO:0008150, GO:0005575
MGG_12527	GO:0016021, GO:0003674, GO:0005575, GO:0016020
MGG_12530	GO:0005524, GO:0006355, GO:0004871, GO:0016020, GO:0000156, GO:0005622, GO:0007165, GO:0016772, GO:0035556, GO:0004673, GO:0016301, GO:0000155, GO:0016310, GO:0000160
MGG_12536	GO:0003676, GO:0008270, GO:0005622
MGG_12537	GO:0005524, GO:0016874, GO:0006189, GO:0004639, GO:0006164, GO:0003674, GO:0008150, GO:0005575, GO:0000166
MGG_12538	GO:0016021, GO:0005524, GO:0016874, GO:0004639, GO:0006164, GO:0005575, GO:0016020
MGG_12546	GO:0003674, GO:0008150, GO:0005575
MGG_12548	GO:0016021, GO:0016020
MGG_12551	GO:0003674, GO:0005575
MGG_12552	GO:0003674, GO:0008150, GO:0005575
MGG_12560	GO:0006355, GO:0043565, GO:0003700
MGG_12568	GO:0005524, GO:0004672, GO:0000166, GO:0004674, GO:0006468, GO:0016772, GO:0016301, GO:0016310
MGG_12569	GO:0003674, GO:0008150, GO:0005575
MGG_12574	GO:0005737, GO:0005524, GO:0003723, GO:0005634, GO:0000166, GO:0006412, GO:0004815, GO:0006422, GO:0016874, GO:0006418, GO:0004812
MGG_12580	GO:0005515
MGG_12584	GO:0016021, GO:0016020
MGG_12589	GO:0008152, GO:0006097, GO:0003824, GO:0016874, GO:0004474
MGG_12590	GO:0007059, GO:0005524, GO:0003677, GO:0005634, GO:0030261, GO:0007062, GO:0000724, GO:0030915, GO:0016887, GO:0006281, GO:0000166
MGG_12594	GO:0016021, GO:0016020, GO:0003674, GO:0008150, GO:0005575
MGG_12595	GO:0016021, GO:0005975, GO:0005509, GO:0003824, GO:0043169, GO:0004556, GO:0046872
MGG_12599	GO:0006508, GO:0008152, GO:0016787, GO:0004177, GO:0008239, GO:0005575
MGG_12601	GO:0016021, GO:0050660, GO:0003824, GO:0016491, GO:0055114, GO:0016614, GO:0008762, GO:0071949, GO:0016020, GO:1901360
MGG_12603	GO:0003676, GO:0005524, GO:0008026, GO:0003674
MGG_12605	GO:0007059, GO:0005634, GO:0000775, GO:0051301, GO:0000776, GO:0034508, GO:0005694
MGG_12606	GO:0016021, GO:0016020
MGG_12612	GO:0016021, GO:0055085, GO:0022857, GO:0016020
MGG_12613	GO:0008270, GO:0000166, GO:0008152, GO:0016740, GO:0003824, GO:0016491, GO:0055114, GO:0006633, GO:0004315, GO:0009058, GO:0016746, GO:0044281, GO:0044550, GO:1901576
MGG_12614	GO:0016192, GO:0016021, GO:0003674, GO:0016020, GO:0110165
MGG_12615	GO:0016740, GO:0007264, GO:0003674, GO:0005575, GO:0050790, GO:0005092
MGG_12617	GO:0003674, GO:0008150, GO:0005575
MGG_12627	GO:0016021, GO:0016020
MGG_12628	GO:0015031, GO:0005789, GO:0016021, GO:0000139, GO:0006888, GO:0003674, GO:0016020, GO:0005783, GO:0005794, GO:0005793
MGG_12630	GO:0016021, GO:0008152, GO:0003824, GO:0016020, GO:0006506
MGG_12631	GO:0046872, GO:0003676, GO:0008270, GO:0005524, GO:0003677, GO:0004386, GO:0005634, GO:0016787, GO:0140658, GO:0000166, GO:0006338
MGG_12633	GO:0008270, GO:0003677, GO:0005634, GO:0046872
MGG_12634	GO:0046872, GO:0008152, GO:0003824, GO:0004151, GO:0019856, GO:0016812, GO:0044205, GO:0016787, GO:0006207, GO:0006221
MGG_12636	GO:0016592, GO:0001104, GO:0006357, GO:0003712, GO:0005634, GO:0006351, GO:0010468
MGG_12644	GO:0005085, GO:0005622, GO:0005089, GO:0035023, GO:0005083, GO:0050790, GO:0110165
MGG_12646	GO:0003676, GO:0004519, GO:0016021, GO:0005739, GO:0031047, GO:0016788, GO:0016442, GO:0008150, GO:0005575, GO:0016020, GO:0005737, GO:0004518, GO:0090305
MGG_12647	GO:0016021, GO:0016787, GO:0016020
MGG_12650	GO:0016021, GO:0055085, GO:0022857, GO:0016020
MGG_12652	GO:0016021, GO:0005975, GO:0004553, GO:0016020
MGG_12655	GO:0003674, GO:0008150, GO:0005575
MGG_12664	GO:0016787
MGG_12670	GO:0009055, GO:0045454, GO:0015035, GO:0006662
MGG_12671	GO:0005737, GO:0019299, GO:0016857, GO:0003674, GO:0008150, GO:0005575
MGG_12672	GO:0016021, GO:0016020, GO:0003674, GO:0008150
MGG_12676	GO:0016021, GO:0006865, GO:0055085, GO:0016020, GO:0015171
MGG_12678	GO:0016787, GO:0003674, GO:0008150, GO:0005575, GO:0051118
MGG_12679	GO:0003674, GO:0008150, GO:0005575
MGG_12690	GO:0003674, GO:0008150, GO:0005575
MGG_12696	GO:0005576
MGG_12697	GO:0016021, GO:0008150, GO:0005575, GO:0055085, GO:0022857, GO:0016020
MGG_12699	GO:0016021, GO:0003674, GO:0005575, GO:0016020
MGG_12707	GO:0008152, GO:0016787
MGG_12708	GO:0003674, GO:0008150, GO:0005575
MGG_12709	GO:0005721, GO:0007059, GO:0005634, GO:0007165, GO:0043666, GO:0005829, GO:0019903, GO:0072542, GO:1903379, GO:1905341, GO:0000785, GO:0005654, GO:0008287
MGG_12714	GO:0000166, GO:0005575
MGG_12715	GO:0003674, GO:0008150, GO:0005575
MGG_12721	GO:0015031, GO:0016021, GO:0055085, GO:0035673, GO:0035672, GO:0015833, GO:0016020
MGG_12726	GO:0003824, GO:0009058, GO:0005575
MGG_12728	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_12733	GO:0005975, GO:0005576, GO:0030248, GO:0004553, GO:0016787
MGG_12735	GO:0046872, GO:0008270, GO:0005975, GO:0003824, GO:0030246, GO:0004553, GO:0004559, GO:0006013, GO:0016787, GO:0016798, GO:0008152
MGG_12737	GO:0016021, GO:0006810, GO:0005328, GO:0015293, GO:0016020, GO:0055085
MGG_12738	GO:0046872, GO:0009055, GO:0051537, GO:0005506, GO:0050660, GO:0005777, GO:0003824, GO:0016491, GO:0055114, GO:0051536, GO:0016614, GO:0008762, GO:0004854, GO:0004855, GO:0071949, GO:1901360
MGG_12742	GO:0046872, GO:0030151, GO:0016491, GO:0055114, GO:0051536, GO:0043546
MGG_12745	GO:0008033
MGG_12749	GO:0005739, GO:0005737, GO:0005634, GO:0050660, GO:0016491, GO:0045454, GO:0055114, GO:0006749, GO:0004362, GO:0050661, GO:0098869, GO:0036245, GO:0005829, GO:0010731, GO:0034599, GO:0016668, GO:0000166
MGG_12750	GO:0003677
MGG_12752	GO:0016021, GO:0000166, GO:0008152, GO:0016491, GO:0055114, GO:0005575, GO:0016020
MGG_12758	GO:0005634, GO:0003674, GO:0008150, GO:0005575, GO:0005654
MGG_12759	GO:0046872, GO:0008152, GO:0016846, GO:0005575
MGG_12760	GO:0009058, GO:0016833, GO:0004049, GO:0000162, GO:0006541, GO:0005950
MGG_12761	GO:0005634, GO:0006281, GO:0031297, GO:0006974
MGG_12764	GO:0005739, GO:0005840, GO:0003674, GO:0005575, GO:1990904
MGG_12765	GO:0003674, GO:0008150, GO:0005575
MGG_12766	GO:0003824, GO:0009311, GO:0004573, GO:0005975, GO:0016787
MGG_12767	GO:0008152, GO:0006099, GO:0055114, GO:0030976, GO:0016624, GO:0004591, GO:0005575, GO:0016491, GO:0006103, GO:0005739, GO:0005947, GO:0009353, GO:0042645
MGG_12773	GO:0046872, GO:0006508, GO:0005509, GO:0004177, GO:0016020, GO:0008233, GO:0004571, GO:0005575, GO:0016787, GO:0008235
MGG_12775	GO:0055085, GO:0016491, GO:0005244, GO:0006813, GO:0034765, GO:0005216
MGG_12776	GO:0046872, GO:0008270, GO:0003677, GO:0005634, GO:0006355, GO:0006351, GO:0003700, GO:0000981, GO:0006357
MGG_12779	GO:0005575
MGG_12780	GO:0003674, GO:0008150, GO:0005575
MGG_12789	GO:0046872, GO:0009055, GO:0020037, GO:0005506, GO:0055114, GO:0004497, GO:0016705, GO:0016491
MGG_12791	GO:0003674, GO:0008150, GO:0005575
MGG_12792	GO:0016021, GO:0008152, GO:0016787, GO:0008150, GO:0005575, GO:0016020
MGG_12793	GO:0046872, GO:0008270
MGG_12797	GO:0003677, GO:0005634, GO:0000786, GO:0006334, GO:0005694, GO:0030527
